99999 99999
-433.077476205548 -63.3394026101005
-5760.65211504684 37.0988887862584
-3657.3864359855 39.9609415070824
32.6017321435839 -61.9335357976428
31.4674480607574 -62.6805419672162
-11569.0549830467 77.5560629545277
-32737.0372158783 23.9016356604961
-116062.063787073 -80.8622199584333
-3539.2498000646 4.76792943679405
-11569.0549830467 13.5560629545277
-6.09137257980716 -938.062972127284
-5.94339065004628 -852.382025392123
-9.36445423354131 -73.1045116916737
-8.99843639542465 -78.907863325635
-883.531799851914 30.1593938511995
-133.661317998467 43.6070071593972
-1197.87869225284 40.6151744344462
644.696049913577 84.4580332400922
594.72206703258 104.706607018316
-32737.0372158783 87.9016356604961
-523.428574105918 -47.2285162924134
-397.809328418809 -46.6925053133323
-35.4910287506666 -56.3928066092055
-15.2173645918815 -62.4655502653997
-14.4442868327241 -62.565624922901
-14.2548063621341 -62.4281927332135
-12.9709499162737 -61.7759262147507
-55.5245778996357 -60.3147525476499
65.1138261888328 89.3784040697763
123.391848726934 90.0693899644106
220977.911328362 63.0960974413372
9339.66757021497 75.5473881056101
4318.78639408958 70.4428482966236
1284.49586170374 64.5262310312122
594.72206703258 40.7066070183156
3974.99932829299 44.434065357205
-44.1998735072758 90.2407296627374
-16.0964597047719 90.9701313235859
-15.1191759691407 90.4688730634934
-14.3156555121698 90.5068593359277
-16.0431879187936 110.941242060646
-228.965387323369 115.214327308696
10.3008226893848 1147.50237602759
-5760.65211504684 -26.9011112137416
-175.60629438983 -45.1595121054095
-14.8845394947109 -55.6768643624177
-14.5254910278829 -55.3709228704684
-16.3163563824703 -55.0694522784681
-6.17912142108006 -56.5513579625695
-6.16187946874064 -55.6337157260634
-6.82616820272336 -55.4888123145572
-6.87441230211751 -55.5155424171083
-5.0449441241115 -96.6507383453125
-4.6360775101494 -60.5551955782196
-5.53254945404124 -58.4673228347096
-5.39682895201729 -58.616741136306
-8.65120213708003 -73.4079083297398
-7.45535573019082 -62.5677315679418
-12.4903116460627 -62.5660457274054
-12.9416396862785 -62.2321928765448
-13.5773749893352 -62.6841205927358
-12.4795341532362 -76.6498373044898
-12.1412030338985 -66.2308415193204
-11.3800640699202 -62.4665747390877
-11.6009850365182 -62.2688013610138
-10.5611447816195 -62.510783277606
-16.4674615303069 -56.9507690264195
-15.1434047260932 -57.5904644689574
-14.7726035795502 -57.5265761760493
-14.8943473041853 -56.3651192358105
-14.6972354822347 -56.4959747715111
-13.5313360255773 -61.4303602373752
-14.27423035962 -61.6410315716492
-11.7997917902914 -58.4189691597806
-10.578434558379 -56.8732821237103
-11.81946862404 -58.4435170811597
-11.9878618642841 -59.607197711382
-11.7964416441792 -59.4156348996856
-9.44119002239491 -62.4925448700902
-10.5500117094981 -57.2309537074546
-10.576897477571 -57.2761941305955
